document_no,counterparty,party_code,due_date,days_overdue,bucket,outstanding_inr,expected_in_window_inr,status
INV-2026-000545,Goldcrest Security Systems & Co,,2026-06-22,75,61-90,374741.0,0.0,overdue
INV-2026-000142,Orbitex Paper Mills PVT LTD,,2026-03-26,163,91-180,374720.0,0.0,overdue
INV-2026-001206,Trividata Roofing Products PVT LTD,,2026-07-25,42,31-60,373721.0,0.0,overdue
INV-2026-001112,Goldcrest Security Systems & Co,,2026-08-17,19,1-30,373380.0,0.0,overdue
INV-2026-000578,Copperleaf Electricals PVT LTD,,2026-06-11,86,61-90,372835.0,0.0,overdue
INV-2026-000087,Copperleaf Electricals PVT LTD,,2026-04-30,128,91-180,372322.0,0.0,overdue
INV-2026-000390,Ashwini Cable Systems LLP,,2026-05-08,120,91-180,371801.0,0.0,overdue
INV-2026-000945,Goldcrest Security Systems & Co,,2026-07-31,36,31-60,370497.0,0.0,overdue
INV-2026-001561,Nalanda Recyclers LLP,,2026-08-11,25,1-30,369105.0,0.0,overdue
INV-2026-000497,Goldcrest Steel Traders Company,,2026-05-02,126,91-180,365198.0,0.0,overdue
INV-2026-000100,Orbitex Packaging Private Limited,,2026-05-01,127,91-180,364825.0,0.0,overdue
INV-2026-000144,Meridian Lab Supplies LLP,,2026-03-26,163,91-180,362931.0,0.0,overdue
INV-2026-000219,Ashwini Interiors & Co,,2026-04-24,134,91-180,357338.0,0.0,overdue
INV-2026-000328,Trinetra Piping Solutions LLP,,2026-06-01,96,91-180,356829.0,0.0,overdue
INV-2026-001188,Zenith One Logistics & Co,,2026-07-24,43,31-60,356383.0,0.0,overdue
INV-2026-001259,Ashwini Solar EPC PVT LTD,,2026-08-14,22,1-30,356079.0,0.0,open
INV-2026-000755,Sahyadri Polymers PVT LTD,,2026-06-26,71,61-90,356059.0,0.0,overdue
INV-2026-000467,Ashwini Interiors & Co,,2026-05-15,113,91-180,355575.0,0.0,overdue
INV-2026-000176,Pushpa Metals Agri Inputs PVT LTD,,2026-03-30,159,91-180,354680.0,0.0,overdue
INV-2026-000177,Copperleaf Electricals PVT LTD,,2026-05-07,121,91-180,353732.0,0.0,overdue
INV-2026-001002,Ashwini Cold Chain Ltd,,2026-07-06,61,61-90,350236.0,0.0,overdue
INV-2026-001251,Vedika Facility Management & Co,,2026-08-14,22,1-30,349314.0,0.0,overdue
INV-2026-001075,Anant Infra Conveyances PVT LTD,,2026-07-13,54,31-60,349206.0,0.0,overdue
INV-2026-000753,Shree Balaji Machine Parts & Co,,2026-07-11,56,31-60,348304.0,0.0,overdue
INV-2026-001632,Zenith One Logistics & Co,,2026-09-02,3,1-30,347614.0,264178.07,overdue
INV-2026-001580,Goldcrest Warehousing Private Limited,,2026-08-05,31,31-60,347345.0,0.0,overdue
INV-2026-001405,Suryavansh Print Solutions & Co,,2026-08-12,24,1-30,346832.0,0.0,open
INV-2026-000145,Orbitex Packaging Private Limited,,2026-05-04,124,91-180,346306.0,0.0,overdue
INV-2026-001050,Orbitex Dairy Foods PVT LTD,,2026-06-17,80,61-90,346085.0,560.54,open
INV-2026-001185,Shree Balaji Machine Parts & Co,,2026-08-22,14,1-30,342408.0,0.0,overdue
INV-2026-000846,Suryavansh Catering Services Company,,2026-06-22,75,61-90,342374.0,508.59,overdue
INV-2026-000482,Orbitex Dairy Foods PVT LTD,,2026-04-23,135,91-180,342028.0,0.0,overdue
INV-2026-000536,Anant Infra Conveyances PVT LTD,,2026-05-22,106,91-180,339551.0,0.0,overdue
INV-2026-001349,Goldcrest Steel Traders Company,,2026-07-22,45,31-60,338081.0,0.0,overdue
INV-2026-000285,Suryavansh Print Solutions & Co,,2026-04-29,129,91-180,336402.0,0.0,overdue
INV-2026-000339,Suryavansh Print Solutions & Co,,2026-05-02,126,91-180,335864.0,0.0,overdue
INV-2026-000125,Suryavansh Print Solutions & Co,,2026-04-17,141,91-180,332945.0,0.0,overdue
INV-2026-000926,Goldcrest Security Systems & Co,,2026-07-28,39,31-60,331663.0,0.0,overdue
INV-2026-000350,Ashwini Solar EPC PVT LTD,,2026-05-18,110,91-180,330557.0,0.0,overdue
INV-2026-000392,Nalanda Recyclers LLP,,2026-04-23,135,91-180,329812.0,0.0,open
INV-2026-000106,Nalanda Recyclers LLP,,2026-04-01,157,91-180,328598.0,0.0,overdue
INV-2026-001693,Vedika Textiles Company,,2026-08-25,11,1-30,327188.0,235969.88,overdue
INV-2026-000084,Saptagiri Analytics Ltd,,2026-03-23,166,91-180,326859.0,7691.05,overdue
INV-2026-001109,Orbitex Packaging Private Limited,,2026-07-31,36,31-60,326073.0,0.0,overdue
INV-2026-000717,Shree Balaji Hardware Private Limited,,2026-06-22,75,61-90,324642.0,0.0,overdue
INV-2026-000773,Vedika Facility Management & Co,,2026-06-29,68,61-90,324338.0,0.0,overdue
INV-2026-001491,Pushpa Metals Agri Inputs PVT LTD,,2026-07-28,39,31-60,322755.0,0.0,overdue
INV-2026-000229,Goldcrest Security Systems & Co,,2026-05-25,103,91-180,321081.0,213.21,overdue
INV-2026-000274,Pushpa Metals Agri Inputs PVT LTD,,2026-04-04,154,91-180,320506.0,0.0,overdue
INV-2026-000305,Saptagiri Analytics Ltd,,2026-04-07,151,91-180,319737.0,0.0,overdue
INV-2026-000715,Saptagiri Analytics Ltd,,2026-05-15,113,91-180,319622.0,0.0,overdue
INV-2026-000899,Everstone Water Treatment Company,,2026-07-27,40,31-60,319151.0,0.0,overdue
INV-2026-001243,Vedika Facility Management & Co,,2026-08-13,23,1-30,318508.0,0.0,overdue
INV-2026-000044,Ashwini Interiors & Co,,2026-04-11,147,91-180,318339.0,0.0,overdue
INV-2026-001751,Meridian Lab Supplies LLP,,2026-08-21,15,1-30,318310.0,223475.2,overdue
INV-2026-001428,Anant Infra Conveyances PVT LTD,,2026-08-14,22,1-30,317324.0,0.0,overdue
INV-2026-000834,Ashwini Cable Systems LLP,,2026-06-20,77,61-90,317240.0,0.0,overdue
INV-2026-001262,Suryavansh Petro Chemicals & Co,,2026-07-30,37,31-60,317002.0,697.89,overdue
INV-2026-000942,Trividata Roofing Products PVT LTD,,2026-07-01,66,61-90,315539.0,0.0,overdue
INV-2026-001065,Anant Infra Staffing Private Limited,,2026-07-27,40,31-60,315392.0,0.0,overdue
INV-2026-001726,Nalanda Recyclers LLP,,2026-08-27,9,1-30,315046.0,0.0,overdue
INV-2026-001404,Shree Balaji Hardware Private Limited,,2026-08-27,9,1-30,314115.0,0.0,overdue
INV-2026-000626,Ashwini Cable Systems LLP,,2026-05-30,98,91-180,313633.0,0.0,overdue
INV-2026-000885,Vedika Textiles Company,,2026-06-10,87,61-90,313051.0,0.0,overdue
INV-2026-000572,Meridian Lab Supplies LLP,,2026-05-02,126,91-180,310300.0,0.0,overdue
INV-2026-000518,Ashwini Interiors & Co,,2026-05-20,108,91-180,309989.0,0.0,overdue
INV-2026-000396,Meridian Lab Supplies LLP,,2026-04-15,143,91-180,309379.0,0.0,overdue
INV-2026-001291,Trinetra Piping Solutions LLP,,2026-08-31,5,1-30,306851.0,0.0,overdue
INV-2026-000314,Ashwini Solar EPC PVT LTD,,2026-05-15,113,91-180,306404.0,0.0,overdue
INV-2026-001599,Trividata Roofing Products PVT LTD,,2026-08-29,7,1-30,306051.0,0.0,overdue
INV-2026-000703,Trinetra Piping Solutions LLP,,2026-07-06,61,61-90,305938.0,0.0,overdue
INV-2026-001495,Vedika Textiles Company,,2026-08-05,31,31-60,304388.0,0.0,overdue
INV-2026-000107,Vedika Facility Management & Co,,2026-05-01,127,91-180,303234.0,0.0,overdue
INV-2026-000179,Everstone Water Treatment Company,,2026-05-22,106,91-180,300813.0,0.0,overdue
INV-2026-000968,Orbitex Dairy Foods PVT LTD,,2026-06-10,87,61-90,299317.0,0.0,overdue
INV-2026-000444,Ashwini Interiors & Co,,2026-05-13,115,91-180,298528.0,0.0,overdue
INV-2026-000745,Suryavansh Print Solutions & Co,,2026-06-10,87,61-90,297704.0,0.0,overdue
INV-2026-001191,Ashwini Cable Systems LLP,,2026-07-24,43,31-60,297433.0,0.0,overdue
INV-2026-000394,Trividata Roofing Products PVT LTD,,2026-05-08,120,91-180,295491.0,0.0,overdue
INV-2026-001611,Ashwini Cable Systems LLP,,2026-08-31,5,1-30,295461.0,258454.78,overdue
INV-2026-001127,Anant Infra Staffing Private Limited,,2026-08-03,33,31-60,294124.0,0.0,overdue
INV-2026-001452,Anant Infra Conveyances PVT LTD,,2026-08-17,19,1-30,294003.0,0.0,overdue
INV-2026-000230,Goldcrest Steel Traders Company,,2026-04-10,148,91-180,293276.0,0.0,overdue
INV-2026-001200,Orbitex Packaging Private Limited,,2026-08-10,26,1-30,292511.0,0.0,open
INV-2026-000665,Trinetra Piping Solutions LLP,,2026-07-03,64,61-90,292484.0,0.0,overdue
INV-2026-001540,Pushpa Metals Agri Inputs PVT LTD,,2026-07-31,36,31-60,292223.0,0.0,overdue
INV-2026-000493,Meridian Lab Supplies LLP,,2026-04-24,134,91-180,290742.0,0.0,overdue
INV-2026-000999,Ashwini Cable Systems LLP,,2026-07-06,61,61-90,290709.0,0.0,overdue
INV-2026-000101,Everstone Water Treatment Company,,2026-05-16,112,91-180,290350.0,0.0,overdue
INV-2026-000649,Everstone Water Treatment Company,,2026-06-30,67,61-90,289177.0,0.0,open
INV-2026-000494,Nalanda Fab Services Private Limited,,2026-06-16,81,61-90,286400.0,0.0,overdue
INV-2026-001640,Ashwini Interiors & Co,,2026-09-03,2,1-30,286360.0,0.0,overdue
INV-2026-001034,Trinetra Piping Solutions LLP,,2026-08-08,28,1-30,283494.0,0.0,overdue
INV-2026-000765,Ashwini Cable Systems LLP,,2026-06-12,85,61-90,282518.0,0.0,overdue
INV-2026-001000,Everstone Water Treatment Company,,2026-08-04,32,31-60,281023.0,0.0,overdue
INV-2026-000441,Goldcrest Warehousing Private Limited,,2026-04-20,138,91-180,280784.0,6206.73,overdue
INV-2026-000462,Goldcrest Security Systems & Co,,2026-06-15,82,61-90,280009.0,0.0,overdue
INV-2026-000383,Nalanda Fab Services Private Limited,,2026-06-06,91,91-180,278417.0,0.0,overdue
INV-2026-001049,Ashwini Solar EPC PVT LTD,,2026-07-25,42,31-60,276314.0,0.0,open
INV-2026-001012,Vedika Facility Management & Co,,2026-07-21,46,31-60,276247.0,0.0,overdue
INV-2026-001520,Ashwini Cable Systems LLP,,2026-08-22,14,1-30,276057.0,0.0,overdue
INV-2026-001103,Goldcrest Security Systems & Co,,2026-08-17,19,1-30,275781.0,0.0,overdue
INV-2026-000927,Goldcrest Steel Traders Company,,2026-06-13,84,61-90,273711.0,0.0,overdue
INV-2026-000059,Ashwini Interiors & Co,,2026-04-13,145,91-180,273211.0,0.0,overdue
INV-2026-001606,Ashwini Cable Systems LLP,,2026-08-31,5,1-30,272938.0,238752.73,overdue
INV-2026-000909,Suryavansh Petro Chemicals & Co,,2026-06-27,70,61-90,272448.0,0.0,overdue
INV-2026-001252,Suryavansh Petro Chemicals & Co,,2026-07-30,37,31-60,272404.0,0.0,overdue
INV-2026-000598,Ashwini Interiors & Co,,2026-05-28,100,91-180,272035.0,0.0,overdue
INV-2026-001176,Trinetra Piping Solutions LLP,,2026-08-22,14,1-30,272026.0,0.0,overdue
INV-2026-001610,Ashwini Cable Systems LLP,,2026-08-31,5,1-30,271711.0,0.0,overdue
INV-2026-000775,Shree Balaji Machine Parts & Co,,2026-07-13,54,31-60,271307.0,0.0,overdue
INV-2026-001376,Vedika Textiles Company,,2026-07-25,42,31-60,270739.0,0.0,overdue
INV-2026-000062,Sahyadri Polymers PVT LTD,,2026-04-27,131,91-180,270705.0,0.0,overdue
INV-2026-000638,Saptagiri Analytics Ltd,,2026-05-08,120,91-180,267143.0,0.0,overdue
INV-2026-000026,Nalanda Recyclers LLP,,2026-03-25,164,91-180,265388.0,0.0,overdue
INV-2026-000624,Nalanda Recyclers LLP,,2026-05-15,113,91-180,265070.0,0.0,overdue
INV-2026-000985,Anant Infra Conveyances PVT LTD,,2026-07-04,63,61-90,263437.0,0.0,overdue
INV-2026-000203,Ashwini Cable Systems LLP,,2026-04-23,135,91-180,263143.0,0.0,overdue
INV-2026-001107,Anant Infra Conveyances PVT LTD,,2026-07-16,51,31-60,262851.0,0.0,open
INV-2026-000220,Zenith One Logistics & Co,,2026-04-24,134,91-180,261579.0,0.0,overdue
INV-2026-001480,Sahyadri Polymers PVT LTD,,2026-09-03,2,1-30,260812.0,0.0,overdue
INV-2026-001281,Zenith One Logistics & Co,,2026-07-31,36,31-60,258368.0,0.0,overdue
INV-2026-001277,Meridian Lab Supplies LLP,,2026-07-08,59,31-60,257967.0,0.0,overdue
INV-2026-000412,Ashwini Cold Chain Ltd,,2026-05-09,119,91-180,257662.0,0.0,overdue
INV-2026-000461,Goldcrest Warehousing Private Limited,,2026-04-22,136,91-180,257321.0,0.0,overdue
INV-2026-000405,Trividata Roofing Products PVT LTD,,2026-05-09,119,91-180,257308.0,0.0,overdue
INV-2026-000428,Anant Infra Conveyances PVT LTD,,2026-05-11,117,91-180,256377.0,0.0,overdue
INV-2026-001674,Saptagiri Analytics Ltd,,2026-08-14,22,1-30,255735.0,0.0,overdue
INV-2026-000484,Vedika Textiles Company,,2026-05-01,127,91-180,254778.0,0.0,overdue
INV-2026-000561,Shree Balaji Hardware Private Limited,,2026-06-08,89,61-90,254150.0,0.0,overdue
INV-2026-001280,Orbitex Packaging Private Limited,,2026-08-17,19,1-30,253413.0,0.0,overdue
INV-2026-000426,Everstone Water Treatment Company,,2026-06-09,88,61-90,252561.0,0.0,overdue
INV-2026-000393,Everstone Water Treatment Company,,2026-06-08,89,61-90,251750.0,0.0,overdue
INV-2026-000109,Ashwini Solar EPC PVT LTD,,2026-05-01,127,91-180,251372.0,0.0,overdue
INV-2026-000956,Shree Balaji Machine Parts & Co,,2026-08-01,35,31-60,251085.0,0.0,overdue
INV-2026-001319,Trinetra Piping Solutions LLP,,2026-09-01,4,1-30,250959.0,0.0,overdue
INV-2026-000954,Shree Balaji Machine Parts & Co,,2026-08-01,35,31-60,248627.0,0.0,overdue
INV-2026-001182,Vedika Textiles Company,,2026-07-08,59,31-60,248550.0,0.0,overdue
INV-2026-001104,Everstone Water Treatment Company,,2026-08-17,19,1-30,247059.0,154674.51,overdue
INV-2026-000865,Orbitex Packaging Private Limited,,2026-07-09,58,31-60,246817.0,0.0,overdue
INV-2026-000732,Nalanda Fab Services Private Limited,,2026-07-08,59,31-60,245493.0,1054.24,overdue
INV-2026-000410,Shree Balaji Machine Parts & Co,,2026-06-08,89,61-90,243536.0,0.0,overdue
INV-2026-000573,Ashwini Interiors & Co,,2026-05-25,103,91-180,243522.0,0.0,overdue
INV-2026-001201,Nalanda Fab Services Private Limited,,2026-08-24,12,1-30,243023.0,102524.65,overdue
INV-2026-000966,Trinetra Piping Solutions LLP,,2026-08-03,33,31-60,243022.0,0.0,overdue
INV-2026-001312,Suryavansh Petro Chemicals & Co,,2026-08-03,33,31-60,241989.0,0.0,overdue
INV-2026-000990,Ashwini Cold Chain Ltd,,2026-07-04,63,61-90,240604.0,0.0,overdue
INV-2026-000033,Vedika Textiles Company,,2026-03-26,163,91-180,240464.0,0.0,overdue
INV-2026-000003,Orbitex Paper Mills PVT LTD,,2026-03-16,173,91-180,240349.0,0.0,overdue
INV-2026-000526,Goldcrest Security Systems & Co,,2026-06-20,77,61-90,238994.0,279.73,overdue
INV-2026-000662,Anant Infra Conveyances PVT LTD,,2026-06-03,94,91-180,237438.0,0.0,overdue
INV-2026-000679,Vedika Textiles Company,,2026-05-20,108,91-180,237184.0,0.0,overdue
INV-2026-001397,Trividata Roofing Products PVT LTD,,2026-08-12,24,1-30,235665.0,0.0,overdue
INV-2026-001337,Nalanda Fab Services Private Limited,,2026-09-04,1,1-30,235585.0,197789.48,overdue
INV-2026-000227,Nalanda Fab Services Private Limited,,2026-05-25,103,91-180,235430.0,0.0,overdue
INV-2026-000422,Anant Infra Conveyances PVT LTD,,2026-05-11,117,91-180,234481.0,0.0,overdue
INV-2026-000206,Vedika Textiles Company,,2026-04-08,150,91-180,234236.0,0.0,overdue
INV-2026-000805,Nalanda Fab Services Private Limited,,2026-07-17,50,31-60,234070.0,0.0,overdue
INV-2026-000581,Shree Balaji Hardware Private Limited,,2026-06-11,86,61-90,232627.0,0.0,overdue
INV-2026-000327,Suryavansh Petro Chemicals & Co,,2026-05-01,127,91-180,232063.0,0.0,overdue
INV-2026-001593,Zenith One Logistics & Co,,2026-08-29,7,1-30,230865.0,160635.99,overdue
INV-2026-000442,Nalanda Fab Services Private Limited,,2026-06-12,85,61-90,230482.0,0.0,overdue
INV-2026-000231,Ashwini Cable Systems LLP,,2026-04-25,133,91-180,229656.0,0.0,open
INV-2026-001203,Anant Infra Conveyances PVT LTD,,2026-07-25,42,31-60,229551.0,0.0,overdue
INV-2026-001571,Vedika Textiles Company,,2026-08-12,24,1-30,229522.0,0.0,overdue
INV-2026-000704,Anant Infra Conveyances PVT LTD,,2026-06-06,91,91-180,226327.0,0.0,overdue
INV-2026-001077,Trinetra Piping Solutions LLP,,2026-08-11,25,1-30,225758.0,0.0,overdue
INV-2026-000348,Ashwini Cable Systems LLP,,2026-05-04,124,91-180,224644.0,0.0,open
INV-2026-000678,Everstone Water Treatment Company,,2026-07-04,63,61-90,224512.0,0.0,open
INV-2026-000255,Goldcrest Warehousing Private Limited,,2026-04-03,155,91-180,224486.0,0.0,open
INV-2026-001290,Saptagiri Analytics Ltd,,2026-07-09,58,31-60,224049.0,0.0,overdue
INV-2026-001146,Goldcrest Warehousing Private Limited,,2026-06-26,71,61-90,223542.0,0.0,overdue
INV-2026-000918,Ashwini Cable Systems LLP,,2026-06-29,68,61-90,222425.0,0.0,overdue
INV-2026-000025,Zenith One Logistics & Co,,2026-04-09,149,91-180,222258.0,0.0,overdue
INV-2026-000972,Ashwini Cable Systems LLP,,2026-07-03,64,61-90,221666.0,0.0,overdue
INV-2026-000047,Copperleaf Electricals PVT LTD,,2026-04-27,131,91-180,219050.0,0.0,overdue
INV-2026-001276,Ashwini Cable Systems LLP,,2026-07-31,36,31-60,218826.0,0.0,overdue
INV-2026-001078,Anant Infra Conveyances PVT LTD,,2026-07-13,54,31-60,218698.0,427.25,open
INV-2026-000187,Suryavansh Print Solutions & Co,,2026-04-22,136,91-180,218504.0,0.0,overdue
INV-2026-001401,Zenith One Logistics & Co,,2026-08-12,24,1-30,216648.0,0.0,overdue
INV-2026-000584,Trinetra Piping Solutions LLP,,2026-06-26,71,61-90,215436.0,0.0,overdue
INV-2026-000421,Nalanda Fab Services Private Limited,,2026-06-09,88,61-90,214960.0,0.0,overdue
INV-2026-000641,Nalanda Recyclers LLP,,2026-05-16,112,91-180,213503.0,0.0,overdue
INV-2026-001073,Goldcrest Steel Traders Company,,2026-06-27,70,61-90,213140.0,0.0,overdue
INV-2026-000282,Nalanda Fab Services Private Limited,,2026-05-29,99,91-180,212837.0,0.0,overdue
INV-2026-001209,Pushpa Metals Agri Inputs PVT LTD,,2026-07-02,65,61-90,212598.0,0.0,overdue
INV-2026-000997,Suryavansh Petro Chemicals & Co,,2026-07-06,61,61-90,212550.0,401.1,overdue
INV-2026-000794,Nalanda Recyclers LLP,,2026-06-01,96,91-180,212094.0,0.0,overdue
INV-2026-000468,Anant Infra Conveyances PVT LTD,,2026-05-15,113,91-180,212082.0,0.0,overdue
INV-2026-000051,Zenith One Logistics & Co,,2026-04-11,147,91-180,211536.0,0.0,overdue
INV-2026-001458,Goldcrest Steel Traders Company,,2026-08-01,35,31-60,211153.0,0.0,overdue
INV-2026-000640,Nalanda Recyclers LLP,,2026-05-16,112,91-180,208719.0,0.0,overdue
INV-2026-000757,Sahyadri Polymers PVT LTD,,2026-06-26,71,61-90,206347.0,583.29,overdue
INV-2026-001193,Vedika Facility Management & Co,,2026-08-08,28,1-30,204793.0,0.0,overdue
INV-2026-001194,Vedika Textiles Company,,2026-07-09,58,31-60,204553.0,0.0,overdue
INV-2026-000307,Shree Balaji Hardware Private Limited,,2026-05-15,113,91-180,203677.0,0.0,overdue
INV-2026-000022,Suryavansh Catering Services Company,,2026-04-09,149,91-180,203327.0,0.0,overdue
INV-2026-001204,Pushpa Metals Agri Inputs PVT LTD,,2026-07-02,65,61-90,201906.0,177.17,open
INV-2026-000167,Everstone Water Treatment Company,,2026-05-20,108,91-180,201362.0,0.0,overdue
INV-2026-001416,Goldcrest Warehousing Private Limited,,2026-07-21,46,31-60,201234.0,304.24,overdue
INV-2026-000882,Anant Infra Conveyances PVT LTD,,2026-06-25,72,61-90,195847.0,0.0,overdue
INV-2026-001855,Goldcrest Warehousing Private Limited,,2026-08-31,5,1-30,195507.0,0.0,overdue
INV-2026-000558,Suryavansh Catering Services Company,,2026-05-25,103,91-180,194257.0,0.0,overdue
INV-2026-000483,Vedika Textiles Company,,2026-05-01,127,91-180,193717.0,0.0,overdue
INV-2026-001415,Pushpa Metals Agri Inputs PVT LTD,,2026-07-21,46,31-60,192554.0,169.09,overdue
INV-2026-001383,Suryavansh Print Solutions & Co,,2026-08-10,26,1-30,191446.0,0.0,open
INV-2026-001023,Vedika Facility Management & Co,,2026-07-23,44,31-60,190461.0,744.15,open
INV-2026-000002,Everstone Water Treatment Company,,2026-05-08,120,91-180,190337.0,0.0,overdue
INV-2026-000048,Nalanda Recyclers LLP,,2026-03-27,162,91-180,189651.0,0.0,overdue
INV-2026-001686,Vedika Textiles Company,,2026-08-24,12,1-30,186634.0,0.0,overdue
INV-2026-000408,Nalanda Fab Services Private Limited,,2026-06-08,89,61-90,186327.0,0.0,overdue
INV-2026-000524,Vedika Textiles Company,,2026-05-06,122,91-180,186094.0,0.0,overdue
INV-2026-001114,Meridian Lab Supplies LLP,,2026-06-24,73,61-90,185586.0,0.0,overdue
INV-2026-000260,Shree Balaji Machine Parts & Co,,2026-05-26,102,91-180,184643.0,139.76,overdue
INV-2026-001117,Copperleaf Electricals PVT LTD,,2026-08-01,35,31-60,183899.0,0.0,overdue
INV-2026-000606,Trividata Roofing Products PVT LTD,,2026-05-29,99,91-180,183781.0,0.0,overdue
INV-2026-001657,Suryavansh Print Solutions & Co,,2026-09-05,0,1-30,182639.0,156590.71,open
INV-2026-000663,Goldcrest Steel Traders Company,,2026-05-19,109,91-180,182014.0,0.0,overdue
INV-2026-000841,Trinetra Piping Solutions LLP,,2026-07-21,46,31-60,181804.0,0.0,overdue
INV-2026-000023,Vedika Textiles Company,,2026-03-25,164,91-180,181803.0,0.0,overdue
INV-2026-000516,Everstone Water Treatment Company,,2026-06-19,78,61-90,180181.0,0.0,overdue
INV-2026-001240,Nalanda Recyclers LLP,,2026-07-14,53,31-60,179780.0,0.0,overdue
INV-2026-001092,Suryavansh Catering Services Company,,2026-07-15,52,31-60,178468.0,0.0,overdue
INV-2026-000822,Anant Infra Conveyances PVT LTD,,2026-06-19,78,61-90,176900.0,0.0,overdue
INV-2026-001054,Suryavansh Petro Chemicals & Co,,2026-07-10,57,31-60,176731.0,0.0,overdue
INV-2026-001097,Ashwini Cable Systems LLP,,2026-07-15,52,31-60,173285.0,0.0,overdue
INV-2026-000549,Suryavansh Catering Services Company,,2026-05-23,105,91-180,172721.0,0.0,open
INV-2026-000734,Anant Infra Conveyances PVT LTD,,2026-06-08,89,61-90,171398.0,0.0,overdue
INV-2026-000384,Goldcrest Warehousing Private Limited,,2026-04-14,144,91-180,170827.0,3776.08,overdue
INV-2026-000505,Saptagiri Analytics Ltd,,2026-04-25,133,91-180,168062.0,0.0,overdue
INV-2026-000050,Zenith One Logistics & Co,,2026-04-11,147,91-180,167465.0,0.0,overdue
INV-2026-001242,Vedika Facility Management & Co,,2026-08-13,23,1-30,166294.0,0.0,overdue
INV-2026-001483,Anant Infra Staffing Private Limited,,2026-09-03,2,1-30,165522.0,0.0,overdue
INV-2026-000001,Nalanda Fab Services Private Limited,,2026-05-08,120,91-180,165088.0,0.0,overdue
INV-2026-000844,Everstone Water Treatment Company,,2026-07-21,46,31-60,163908.0,0.0,open
INV-2026-000877,Ashwini Solar EPC PVT LTD,,2026-07-10,57,31-60,163441.0,0.0,overdue
INV-2026-000599,Ashwini Cable Systems LLP,,2026-05-28,100,91-180,163167.0,0.0,overdue
INV-2026-001257,Ashwini Cable Systems LLP,,2026-07-30,37,31-60,163011.0,0.0,overdue
INV-2026-001431,Suryavansh Catering Services Company,,2026-08-14,22,1-30,162796.0,47380.08,overdue
INV-2026-000746,Zenith One Logistics & Co,,2026-06-10,87,61-90,162041.0,0.0,overdue
INV-2026-000867,Nalanda Fab Services Private Limited,,2026-07-24,43,31-60,161692.0,0.0,overdue
INV-2026-001581,Zenith One Logistics & Co,,2026-08-28,8,1-30,160995.0,108166.56,overdue
INV-2026-000987,Ashwini Solar EPC PVT LTD,,2026-07-20,47,31-60,160994.0,353.91,overdue
INV-2026-000613,Trinetra Piping Solutions LLP,,2026-06-29,68,61-90,160679.0,0.0,overdue
INV-2026-001389,Trividata Roofing Products PVT LTD,,2026-08-10,26,1-30,159431.0,0.0,overdue
INV-2026-001811,Nalanda Recyclers LLP,,2026-09-04,1,1-30,158094.0,146362.66,overdue
INV-2026-000783,Goldcrest Warehousing Private Limited,,2026-05-22,106,91-180,158017.0,0.0,overdue
INV-2026-000923,Anant Infra Conveyances PVT LTD,,2026-06-29,68,61-90,157384.0,0.0,overdue
INV-2026-001630,Vedika Textiles Company,,2026-08-18,18,1-30,156596.0,0.0,overdue
INV-2026-000673,Suryavansh Petro Chemicals & Co,,2026-06-04,93,91-180,155539.0,264.66,overdue
INV-2026-001106,Goldcrest Warehousing Private Limited,,2026-06-23,74,61-90,153846.0,0.0,overdue
INV-2026-001346,Trinetra Piping Solutions LLP,,2026-09-05,0,1-30,152493.0,0.0,open
INV-2026-000944,Ashwini Interiors & Co,,2026-07-01,66,61-90,151461.0,0.0,overdue
INV-2026-000826,Anant Infra Staffing Private Limited,,2026-07-04,63,61-90,151055.0,163.11,overdue
INV-2026-000342,Trinetra Piping Solutions LLP,,2026-06-02,95,91-180,150958.0,0.0,overdue
INV-2026-000464,Anant Infra Conveyances PVT LTD,,2026-05-15,113,91-180,150555.0,0.0,overdue
INV-2026-001493,Trividata Roofing Products PVT LTD,,2026-08-20,16,1-30,148810.0,0.0,overdue
INV-2026-000088,Goldcrest Warehousing Private Limited,,2026-03-23,166,91-180,148366.0,0.0,overdue
INV-2026-000645,Suryavansh Petro Chemicals & Co,,2026-06-01,96,91-180,148358.0,0.0,overdue
INV-2026-001230,Anant Infra Conveyances PVT LTD,,2026-07-27,40,31-60,148200.0,302.76,overdue
INV-2026-000042,Suryavansh Catering Services Company,,2026-04-11,147,91-180,147400.0,3249.42,overdue
INV-2026-001353,Anant Infra Staffing Private Limited,,2026-08-22,14,1-30,146498.0,0.0,overdue
INV-2026-000824,Trividata Roofing Products PVT LTD,,2026-06-19,78,61-90,145754.0,0.0,overdue
INV-2026-000872,Suryavansh Print Solutions & Co,,2026-06-24,73,61-90,145316.0,0.0,overdue
INV-2026-000385,Nalanda Fab Services Private Limited,,2026-06-06,91,91-180,145307.0,0.0,overdue
INV-2026-000406,Anant Infra Staffing Private Limited,,2026-05-25,103,91-180,144830.0,0.0,overdue
INV-2026-000647,Goldcrest Security Systems & Co,,2026-06-30,67,61-90,144793.0,169.35,overdue
INV-2026-000365,Ashwini Cable Systems LLP,,2026-05-06,122,91-180,144541.0,0.0,overdue
INV-2026-001708,Orbitex Paper Mills PVT LTD,,2026-08-18,18,1-30,144406.0,0.0,overdue
INV-2026-001597,Anant Infra Conveyances PVT LTD,,2026-08-29,7,1-30,143995.0,0.0,overdue
INV-2026-001523,Goldcrest Warehousing Private Limited,,2026-07-30,37,31-60,143577.0,0.0,overdue
