ref_id,ref_type,code,severity,amount_paise,detail,candidates,suggested_action,engine,llm_category,llm_action,txn_date,narration,amount,triage_category,triage_owner,triage_action,triage_confidence,llm_status,question_to_ask,group_key
BL-001576,bank_line,UNMATCHED_DEBIT,high,-73153700,narration='NEFT DR HDFC0001234 900000074651 FROM MERIDIAN POQ  against inv INR 731537.00' channel=NEFT utr=900000074651,,confirm_payee_with_ap_team_before_reposting,deterministic,,,2026-08-26,NEFT DR HDFC0001234 900000074651 FROM MERIDIAN POQ  against inv INR 731537.00,"-₹7,31,537.00",vendor_overpayment,Banking-ops,confirm_payee_with_ap_team_before_reposting,0.00,not_attempted,,
BL-001702,bank_line,UNALLOCATED_CREDIT,high,55495900,narration='NEFT CR HDFC0001234 900000074236 FROM VEDIKA FACILITY FANAGEMENT & CO part payment INR 554' channel=NEFT utr=900000074236,,contact_customer_for_remap_advice,deterministic,,,2026-09-05,NEFT CR HDFC0001234 900000074236 FROM VEDIKA FACILITY FANAGEMENT & CO part payment INR 554,"₹5,54,959.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001704,bank_line,BANK_CHARGE_NO_DOCUMENT,low,-150000,narration='NEFT OUTWARD PROCESSING FEE HDFC0001234' channel=NEFT utr=900000081348,,post_to_bank_charges_gl,deterministic,,,2026-06-23,NEFT OUTWARD PROCESSING FEE HDFC0001234,"-₹1,500.00",bank_charge,Banking-ops,post_to_bank_charges_gl,0.00,not_attempted,,
BL-001706,bank_line,BANK_CHARGE_NO_DOCUMENT,low,-295000,narration='SERVICE CHG FOR MONTHLY MAINTAINANCE' channel=INTEREST utr=900000081413,,post_to_bank_charges_gl,deterministic,,,2026-07-07,SERVICE CHG FOR MONTHLY MAINTAINANCE,"-₹2,950.00",bank_charge,Banking-ops,post_to_bank_charges_gl,0.00,not_attempted,,
BL-001708,bank_line,BANK_INTEREST_NO_DOCUMENT,low,18450000,narration='CREDIT INTEREST ON SAVINGS BALANCE QUARTERLY' channel=INTEREST utr=900000081463,,post_to_interest_income_gl,deterministic,,,2026-06-10,CREDIT INTEREST ON SAVINGS BALANCE QUARTERLY,"₹1,84,500.00",interest,Banking-ops,post_to_interest_income_gl,0.00,not_attempted,,
BL-001710,bank_line,REVERSAL_OR_RETURN,medium,-50000,narration='CHEQUE RETURN CHRG INVALID SIGNATURE' channel=CHEQUE utr=900000081535,,match_against_original_then_repost,deterministic,,,2026-07-08,CHEQUE RETURN CHRG INVALID SIGNATURE,-₹500.00,refund_or_reversal,Banking-ops,match_against_original_then_repost,0.00,not_attempted,,
BL-001712,bank_line,UNALLOCATED_CREDIT,high,25000000,narration='UPI CR @SUNRISEMARTS@YBL 128734567890123 RANDOM' channel=UPI utr=900000081576,,contact_customer_for_remap_advice,deterministic,,,2026-08-10,UPI CR @SUNRISEMARTS@YBL 128734567890123 RANDOM,"₹2,50,000.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
BL-001714,bank_line,UNALLOCATED_CREDIT,high,100000000,narration='NEFT CR HDFC0001234 991234567890123 FROM UNKNOWN PARTY XZ' channel=NEFT utr=900000081670,,contact_customer_for_remap_advice,deterministic,,,2026-08-19,NEFT CR HDFC0001234 991234567890123 FROM UNKNOWN PARTY XZ,"₹10,00,000.00",customer_overpayment,Banking-ops,contact_customer_for_remap_advice,0.00,not_attempted,,
AR-INV-2026-000009,invoice,OVERDUE_UNRECONCILED_AR,high,46189500,Invoice INV-2026-000009 for Copperleaf Electricals PVT LTD is 135 days past due with no matching receipt.,INV-2026-000009,chase_or_provision,deterministic,,,,,"₹4,61,895.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000027,invoice,OVERDUE_UNRECONCILED_AR,high,7795900,Invoice INV-2026-000027 for Zenith One Logistics & Co is 149 days past due with no matching receipt.,INV-2026-000027,chase_or_provision,deterministic,,,,,"₹77,959.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000034,invoice,OVERDUE_UNRECONCILED_AR,high,51623900,Invoice INV-2026-000034 for Vedika Textiles Company is 163 days past due with no matching receipt.,INV-2026-000034,chase_or_provision,deterministic,,,,,"₹5,16,239.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000035,invoice,OVERDUE_UNRECONCILED_AR,high,50685600,Invoice INV-2026-000035 for Shree Balaji Machine Parts & Co is 117 days past due with no matching receipt.,INV-2026-000035,chase_or_provision,deterministic,,,,,"₹5,06,856.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000042,invoice,OVERDUE_UNRECONCILED_AR,high,14740000,Invoice INV-2026-000042 for Suryavansh Catering Services Company is 147 days past due with no matching receipt.,INV-2026-000042,chase_or_provision,deterministic,,,,,"₹1,47,400.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000049,invoice,OVERDUE_UNRECONCILED_AR,high,13570000,Invoice INV-2026-000049 for Trinetra Piping Solutions LLP is 117 days past due with no matching receipt.,INV-2026-000049,chase_or_provision,deterministic,,,,,"₹1,35,700.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000084,invoice,OVERDUE_UNRECONCILED_AR,high,32685900,Invoice INV-2026-000084 for Saptagiri Analytics Ltd is 166 days past due with no matching receipt.,INV-2026-000084,chase_or_provision,deterministic,,,,,"₹3,26,859.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000085,invoice,OVERDUE_UNRECONCILED_AR,high,547230800,Invoice INV-2026-000085 for Shree Balaji Hardware Private Limited is 128 days past due with no matching receipt.,INV-2026-000085,chase_or_provision,deterministic,,,,,"₹54,72,308.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000094,invoice,OVERDUE_UNRECONCILED_AR,high,102556400,Invoice INV-2026-000094 for Trividata Roofing Products PVT LTD is 143 days past due with no matching receipt.,INV-2026-000094,chase_or_provision,deterministic,,,,,"₹10,25,564.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000151,invoice,OVERDUE_UNRECONCILED_AR,high,7414000,Invoice INV-2026-000151 for Suryavansh Catering Services Company is 140 days past due with no matching receipt.,INV-2026-000151,chase_or_provision,deterministic,,,,,"₹74,140.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000185,invoice,OVERDUE_UNRECONCILED_AR,high,96144800,Invoice INV-2026-000185 for Goldcrest Warehousing Private Limited is 159 days past due with no matching receipt.,INV-2026-000185,chase_or_provision,deterministic,,,,,"₹9,61,448.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000229,invoice,OVERDUE_UNRECONCILED_AR,high,32108100,Invoice INV-2026-000229 for Goldcrest Security Systems & Co is 103 days past due with no matching receipt.,INV-2026-000229,chase_or_provision,deterministic,,,,,"₹3,21,081.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000232,invoice,OVERDUE_UNRECONCILED_AR,high,54705600,Invoice INV-2026-000232 for Shree Balaji Hardware Private Limited is 117 days past due with no matching receipt.,INV-2026-000232,chase_or_provision,deterministic,,,,,"₹5,47,056.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000243,invoice,OVERDUE_UNRECONCILED_AR,high,258977200,Invoice INV-2026-000243 for Zenith One Logistics & Co is 131 days past due with no matching receipt.,INV-2026-000243,chase_or_provision,deterministic,,,,,"₹25,89,772.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000260,invoice,OVERDUE_UNRECONCILED_AR,high,18464300,Invoice INV-2026-000260 for Shree Balaji Machine Parts & Co is 102 days past due with no matching receipt.,INV-2026-000260,chase_or_provision,deterministic,,,,,"₹1,84,643.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000291,invoice,OVERDUE_UNRECONCILED_AR,high,103442600,Invoice INV-2026-000291 for Orbitex Paper Mills PVT LTD is 152 days past due with no matching receipt.,INV-2026-000291,chase_or_provision,deterministic,,,,,"₹10,34,426.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000302,invoice,OVERDUE_UNRECONCILED_AR,high,78718400,Invoice INV-2026-000302 for Ashwini Cold Chain Ltd is 128 days past due with no matching receipt.,INV-2026-000302,chase_or_provision,deterministic,,,,,"₹7,87,184.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000311,invoice,OVERDUE_UNRECONCILED_AR,high,119840300,Invoice INV-2026-000311 for Nalanda Recyclers LLP is 143 days past due with no matching receipt.,INV-2026-000311,chase_or_provision,deterministic,,,,,"₹11,98,403.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000322,invoice,OVERDUE_UNRECONCILED_AR,high,94660700,Invoice INV-2026-000322 for Saptagiri Analytics Ltd is 150 days past due with no matching receipt.,INV-2026-000322,chase_or_provision,deterministic,,,,,"₹9,46,607.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000324,invoice,OVERDUE_UNRECONCILED_AR,high,85864500,Invoice INV-2026-000324 for Orbitex Paper Mills PVT LTD is 150 days past due with no matching receipt.,INV-2026-000324,chase_or_provision,deterministic,,,,,"₹8,58,645.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000370,invoice,OVERDUE_UNRECONCILED_AR,high,55895500,Invoice INV-2026-000370 for Vedika Textiles Company is 137 days past due with no matching receipt.,INV-2026-000370,chase_or_provision,deterministic,,,,,"₹5,58,955.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000381,invoice,OVERDUE_UNRECONCILED_AR,high,13787500,Invoice INV-2026-000381 for Ashwini Interiors & Co is 121 days past due with no matching receipt.,INV-2026-000381,chase_or_provision,deterministic,,,,,"₹1,37,875.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000384,invoice,OVERDUE_UNRECONCILED_AR,high,17082700,Invoice INV-2026-000384 for Goldcrest Warehousing Private Limited is 144 days past due with no matching receipt.,INV-2026-000384,chase_or_provision,deterministic,,,,,"₹1,70,827.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000427,invoice,OVERDUE_UNRECONCILED_AR,high,88051300,Invoice INV-2026-000427 for Pushpa Metals Agri Inputs PVT LTD is 141 days past due with no matching receipt.,INV-2026-000427,chase_or_provision,deterministic,,,,,"₹8,80,513.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000441,invoice,OVERDUE_UNRECONCILED_AR,high,28078400,Invoice INV-2026-000441 for Goldcrest Warehousing Private Limited is 138 days past due with no matching receipt.,INV-2026-000441,chase_or_provision,deterministic,,,,,"₹2,80,784.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000451,invoice,OVERDUE_UNRECONCILED_AR,high,95476200,Invoice INV-2026-000451 for Suryavansh Print Solutions & Co is 114 days past due with no matching receipt.,INV-2026-000451,chase_or_provision,deterministic,,,,,"₹9,54,762.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000481,invoice,OVERDUE_UNRECONCILED_AR,high,223488800,Invoice INV-2026-000481 for Ashwini Cold Chain Ltd is 112 days past due with no matching receipt.,INV-2026-000481,chase_or_provision,deterministic,,,,,"₹22,34,888.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000526,invoice,OVERDUE_UNRECONCILED_AR,high,23899400,Invoice INV-2026-000526 for Goldcrest Security Systems & Co is 77 days past due with no matching receipt.,INV-2026-000526,chase_or_provision,deterministic,,,,,"₹2,38,994.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000527,invoice,OVERDUE_UNRECONCILED_AR,high,43736000,Invoice INV-2026-000527 for Anant Infra Conveyances PVT LTD is 107 days past due with no matching receipt.,INV-2026-000527,chase_or_provision,deterministic,,,,,"₹4,37,360.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000607,invoice,OVERDUE_UNRECONCILED_AR,high,38156400,Invoice INV-2026-000607 for Orbitex Packaging Private Limited is 84 days past due with no matching receipt.,INV-2026-000607,chase_or_provision,deterministic,,,,,"₹3,81,564.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000614,invoice,OVERDUE_UNRECONCILED_AR,high,80980000,Invoice INV-2026-000614 for Orbitex Paper Mills PVT LTD is 122 days past due with no matching receipt.,INV-2026-000614,chase_or_provision,deterministic,,,,,"₹8,09,800.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000625,invoice,OVERDUE_UNRECONCILED_AR,high,143016200,Invoice INV-2026-000625 for Ashwini Cold Chain Ltd is 98 days past due with no matching receipt.,INV-2026-000625,chase_or_provision,deterministic,,,,,"₹14,30,162.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000647,invoice,OVERDUE_UNRECONCILED_AR,high,14479300,Invoice INV-2026-000647 for Goldcrest Security Systems & Co is 67 days past due with no matching receipt.,INV-2026-000647,chase_or_provision,deterministic,,,,,"₹1,44,793.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000672,invoice,OVERDUE_UNRECONCILED_AR,high,154866900,Invoice INV-2026-000672 for Orbitex Dairy Foods PVT LTD is 116 days past due with no matching receipt.,INV-2026-000672,chase_or_provision,deterministic,,,,,"₹15,48,669.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000673,invoice,OVERDUE_UNRECONCILED_AR,high,15553900,Invoice INV-2026-000673 for Suryavansh Petro Chemicals & Co is 93 days past due with no matching receipt.,INV-2026-000673,chase_or_provision,deterministic,,,,,"₹1,55,539.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000675,invoice,OVERDUE_UNRECONCILED_AR,high,39382100,Invoice INV-2026-000675 for Zenith One Logistics & Co is 93 days past due with no matching receipt.,INV-2026-000675,chase_or_provision,deterministic,,,,,"₹3,93,821.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000692,invoice,OVERDUE_UNRECONCILED_AR,high,57516600,Invoice INV-2026-000692 for Anant Infra Staffing Private Limited is 77 days past due with no matching receipt.,INV-2026-000692,chase_or_provision,deterministic,,,,,"₹5,75,166.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000693,invoice,OVERDUE_UNRECONCILED_AR,high,39450900,Invoice INV-2026-000693 for Goldcrest Security Systems & Co is 61 days past due with no matching receipt.,INV-2026-000693,chase_or_provision,deterministic,,,,,"₹3,94,509.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000702,invoice,OVERDUE_UNRECONCILED_AR,high,55103300,Invoice INV-2026-000702 for Ashwini Interiors & Co is 91 days past due with no matching receipt.,INV-2026-000702,chase_or_provision,deterministic,,,,,"₹5,51,033.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000732,invoice,OVERDUE_UNRECONCILED_AR,high,24549300,Invoice INV-2026-000732 for Nalanda Fab Services Private Limited is 59 days past due with no matching receipt.,INV-2026-000732,chase_or_provision,deterministic,,,,,"₹2,45,493.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000747,invoice,OVERDUE_UNRECONCILED_AR,high,59667400,Invoice INV-2026-000747 for Anant Infra Staffing Private Limited is 72 days past due with no matching receipt.,INV-2026-000747,chase_or_provision,deterministic,,,,,"₹5,96,674.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000757,invoice,OVERDUE_UNRECONCILED_AR,high,20634700,Invoice INV-2026-000757 for Sahyadri Polymers PVT LTD is 71 days past due with no matching receipt.,INV-2026-000757,chase_or_provision,deterministic,,,,,"₹2,06,347.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000780,invoice,OVERDUE_UNRECONCILED_AR,high,80234100,Invoice INV-2026-000780 for Vedika Facility Management & Co is 68 days past due with no matching receipt.,INV-2026-000780,chase_or_provision,deterministic,,,,,"₹8,02,341.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000782,invoice,OVERDUE_UNRECONCILED_AR,high,212630300,Invoice INV-2026-000782 for Ashwini Solar EPC PVT LTD is 68 days past due with no matching receipt.,INV-2026-000782,chase_or_provision,deterministic,,,,,"₹21,26,303.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000814,invoice,OVERDUE_UNRECONCILED_AR,high,58267300,Invoice INV-2026-000814 for Goldcrest Security Systems & Co is 49 days past due with no matching receipt.,INV-2026-000814,chase_or_provision,deterministic,,,,,"₹5,82,673.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000826,invoice,OVERDUE_UNRECONCILED_AR,high,15105500,Invoice INV-2026-000826 for Anant Infra Staffing Private Limited is 63 days past due with no matching receipt.,INV-2026-000826,chase_or_provision,deterministic,,,,,"₹1,51,055.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000827,invoice,OVERDUE_UNRECONCILED_AR,high,37780000,Invoice INV-2026-000827 for Suryavansh Petro Chemicals & Co is 78 days past due with no matching receipt.,INV-2026-000827,chase_or_provision,deterministic,,,,,"₹3,77,800.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000836,invoice,OVERDUE_UNRECONCILED_AR,high,112549100,Invoice INV-2026-000836 for Ashwini Interiors & Co is 77 days past due with no matching receipt.,INV-2026-000836,chase_or_provision,deterministic,,,,,"₹11,25,491.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000846,invoice,OVERDUE_UNRECONCILED_AR,high,34237400,Invoice INV-2026-000846 for Suryavansh Catering Services Company is 75 days past due with no matching receipt.,INV-2026-000846,chase_or_provision,deterministic,,,,,"₹3,42,374.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000880,invoice,OVERDUE_UNRECONCILED_AR,high,64413900,Invoice INV-2026-000880 for Suryavansh Print Solutions & Co is 72 days past due with no matching receipt.,INV-2026-000880,chase_or_provision,deterministic,,,,,"₹6,44,139.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000884,invoice,OVERDUE_UNRECONCILED_AR,medium,48498900,Invoice INV-2026-000884 for Goldcrest Security Systems & Co is 42 days past due with no matching receipt.,INV-2026-000884,chase_or_provision,deterministic,,,,,"₹4,84,989.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000897,invoice,OVERDUE_UNRECONCILED_AR,high,62290100,Invoice INV-2026-000897 for Ashwini Interiors & Co is 71 days past due with no matching receipt.,INV-2026-000897,chase_or_provision,deterministic,,,,,"₹6,22,901.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000917,invoice,OVERDUE_UNRECONCILED_AR,high,65787200,Invoice INV-2026-000917 for Ashwini Interiors & Co is 68 days past due with no matching receipt.,INV-2026-000917,chase_or_provision,deterministic,,,,,"₹6,57,872.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000941,invoice,OVERDUE_UNRECONCILED_AR,high,43210600,Invoice INV-2026-000941 for Anant Infra Staffing Private Limited is 51 days past due with no matching receipt.,INV-2026-000941,chase_or_provision,deterministic,,,,,"₹4,32,106.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000970,invoice,OVERDUE_UNRECONCILED_AR,high,51301000,Invoice INV-2026-000970 for Orbitex Dairy Foods PVT LTD is 87 days past due with no matching receipt.,INV-2026-000970,chase_or_provision,deterministic,,,,,"₹5,13,010.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000987,invoice,OVERDUE_UNRECONCILED_AR,high,16099400,Invoice INV-2026-000987 for Ashwini Solar EPC PVT LTD is 47 days past due with no matching receipt.,INV-2026-000987,chase_or_provision,deterministic,,,,,"₹1,60,994.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-000997,invoice,OVERDUE_UNRECONCILED_AR,high,21255000,Invoice INV-2026-000997 for Suryavansh Petro Chemicals & Co is 61 days past due with no matching receipt.,INV-2026-000997,chase_or_provision,deterministic,,,,,"₹2,12,550.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001021,invoice,OVERDUE_UNRECONCILED_AR,high,157442000,Invoice INV-2026-001021 for Goldcrest Steel Traders Company is 74 days past due with no matching receipt.,INV-2026-001021,chase_or_provision,deterministic,,,,,"₹15,74,420.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001023,invoice,OVERDUE_UNRECONCILED_AR,medium,19046100,Invoice INV-2026-001023 for Vedika Facility Management & Co is 44 days past due with no matching receipt.,INV-2026-001023,chase_or_provision,deterministic,,,,,"₹1,90,461.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001035,invoice,OVERDUE_UNRECONCILED_AR,high,38315000,Invoice INV-2026-001035 for Pushpa Metals Agri Inputs PVT LTD is 81 days past due with no matching receipt.,INV-2026-001035,chase_or_provision,deterministic,,,,,"₹3,83,150.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001050,invoice,OVERDUE_UNRECONCILED_AR,high,34608500,Invoice INV-2026-001050 for Orbitex Dairy Foods PVT LTD is 80 days past due with no matching receipt.,INV-2026-001050,chase_or_provision,deterministic,,,,,"₹3,46,085.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001064,invoice,OVERDUE_UNRECONCILED_AR,high,41267200,Invoice INV-2026-001064 for Ashwini Cable Systems LLP is 56 days past due with no matching receipt.,INV-2026-001064,chase_or_provision,deterministic,,,,,"₹4,12,672.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001066,invoice,OVERDUE_UNRECONCILED_AR,medium,78298600,Invoice INV-2026-001066 for Vedika Facility Management & Co is 40 days past due with no matching receipt.,INV-2026-001066,chase_or_provision,deterministic,,,,,"₹7,82,986.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001078,invoice,OVERDUE_UNRECONCILED_AR,high,21869800,Invoice INV-2026-001078 for Anant Infra Conveyances PVT LTD is 54 days past due with no matching receipt.,INV-2026-001078,chase_or_provision,deterministic,,,,,"₹2,18,698.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001087,invoice,OVERDUE_UNRECONCILED_AR,medium,334427400,Invoice INV-2026-001087 for Orbitex Packaging Private Limited is 39 days past due with no matching receipt.,INV-2026-001087,chase_or_provision,deterministic,,,,,"₹33,44,274.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001093,invoice,OVERDUE_UNRECONCILED_AR,medium,47853000,Invoice INV-2026-001093 for Vedika Facility Management & Co is 37 days past due with no matching receipt.,INV-2026-001093,chase_or_provision,deterministic,,,,,"₹4,78,530.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001104,invoice,OVERDUE_UNRECONCILED_AR,medium,24705900,Invoice INV-2026-001104 for Everstone Water Treatment Company is 19 days past due with no matching receipt.,INV-2026-001104,chase_or_provision,deterministic,,,,,"₹2,47,059.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001115,invoice,OVERDUE_UNRECONCILED_AR,high,6984600,Invoice INV-2026-001115 for Anant Infra Conveyances PVT LTD is 50 days past due with no matching receipt.,INV-2026-001115,chase_or_provision,deterministic,,,,,"₹69,846.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001124,invoice,OVERDUE_UNRECONCILED_AR,high,65693200,Invoice INV-2026-001124 for Pushpa Metals Agri Inputs PVT LTD is 72 days past due with no matching receipt.,INV-2026-001124,chase_or_provision,deterministic,,,,,"₹6,56,932.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001167,invoice,OVERDUE_UNRECONCILED_AR,medium,116073700,Invoice INV-2026-001167 for Trividata Roofing Products PVT LTD is 45 days past due with no matching receipt.,INV-2026-001167,chase_or_provision,deterministic,,,,,"₹11,60,737.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001190,invoice,OVERDUE_UNRECONCILED_AR,medium,600000000,Invoice INV-2026-001190 for Shree Balaji Hardware Private Limited is 28 days past due with no matching receipt.,INV-2026-001190,chase_or_provision,deterministic,,,,,"₹60,00,000.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001201,invoice,OVERDUE_UNRECONCILED_AR,medium,24302300,Invoice INV-2026-001201 for Nalanda Fab Services Private Limited is 12 days past due with no matching receipt.,INV-2026-001201,chase_or_provision,deterministic,,,,,"₹2,43,023.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001204,invoice,OVERDUE_UNRECONCILED_AR,high,20190600,Invoice INV-2026-001204 for Pushpa Metals Agri Inputs PVT LTD is 65 days past due with no matching receipt.,INV-2026-001204,chase_or_provision,deterministic,,,,,"₹2,01,906.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001221,invoice,OVERDUE_UNRECONCILED_AR,high,37801400,Invoice INV-2026-001221 for Pushpa Metals Agri Inputs PVT LTD is 64 days past due with no matching receipt.,INV-2026-001221,chase_or_provision,deterministic,,,,,"₹3,78,014.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001230,invoice,OVERDUE_UNRECONCILED_AR,medium,14820000,Invoice INV-2026-001230 for Anant Infra Conveyances PVT LTD is 40 days past due with no matching receipt.,INV-2026-001230,chase_or_provision,deterministic,,,,,"₹1,48,200.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001245,invoice,OVERDUE_UNRECONCILED_AR,high,148463400,Invoice INV-2026-001245 for Meridian Lab Supplies LLP is 61 days past due with no matching receipt.,INV-2026-001245,chase_or_provision,deterministic,,,,,"₹14,84,634.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001262,invoice,OVERDUE_UNRECONCILED_AR,medium,31700200,Invoice INV-2026-001262 for Suryavansh Petro Chemicals & Co is 37 days past due with no matching receipt.,INV-2026-001262,chase_or_provision,deterministic,,,,,"₹3,17,002.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001275,invoice,OVERDUE_UNRECONCILED_AR,medium,101008400,Invoice INV-2026-001275 for Trividata Roofing Products PVT LTD is 36 days past due with no matching receipt.,INV-2026-001275,chase_or_provision,deterministic,,,,,"₹10,10,084.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001316,invoice,OVERDUE_UNRECONCILED_AR,medium,64625900,Invoice INV-2026-001316 for Suryavansh Petro Chemicals & Co is 33 days past due with no matching receipt.,INV-2026-001316,chase_or_provision,deterministic,,,,,"₹6,46,259.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001327,invoice,OVERDUE_UNRECONCILED_AR,medium,14038300,Invoice INV-2026-001327 for Anant Infra Conveyances PVT LTD is 33 days past due with no matching receipt.,INV-2026-001327,chase_or_provision,deterministic,,,,,"₹1,40,383.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
AR-INV-2026-001328,invoice,OVERDUE_UNRECONCILED_AR,medium,43511800,Invoice INV-2026-001328 for Everstone Water Treatment Company is 3 days past due with no matching receipt.,INV-2026-001328,chase_or_provision,deterministic,,,,,"₹4,35,118.00",unknown,AR,chase_or_provision,0.00,not_attempted,,
